stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on
Mailasandra STP 75 MLD,2023-04-01 01:00:00,7.63,25.00,0.48,0.80,41.05,7.16,14.65,14.25,1.00,2023040101
60 MLD V.Valley TTP,2023-04-01 00:45:00,5.32,27.90,0.32,0.77,21.02,2.74,3.76,6.01,0.52,2023040101
KR Puram STP 20 MLD,2023-04-01 00:45:00,7.31,26.20,1.05,2.10,51.09,7.15,30.63,9.29,1.58,2023040101
1.5 MLD Lalbagh TTP,2023-04-01 01:00:00,6.45,27.50,0.65,3.25,20.49,2.93,3.00,5.61,7.92,2023040101
35MLD Agaram STP,2023-04-01 00:45:00,7.58,29.50,2.76,11.32,26.80,8.90,4.40,8.01,-,2023040101
Chikka_Bagur_5_MLD_STP,2023-04-01 01:04:00,7.74,29.00,-,-,-,-,-,12.80,-,2023040101
Yelahanka 10MLD TTP,2023-03-24 17:09:00,6.52,23.20,0.26,1.04,18.10,4.00,5.40,3.62,4.75,2023040101
40MLD OLD Rajacanal STP,2023-04-01 01:15:00,7.36,26.50,1.12,3.70,126.70,8.00,6.90,31.67,4.59,2023040101
Hennur 1MLD TTP,2023-04-01 01:00:00,7.31,27.80,0.04,0.16,20.00,8.50,4.60,5.00,4.29,2023040101
2MLD Ulsoor STP,2023-04-01 02:00:00,7.0,28.20,0.71,3.19,30.50,2.10,3.80,6.10,1.00,2023040102
CHIKKABANAVARA 5 MLD,2023-02-28 23:00:00,7.29,26.20,0.74,3.60,39.03,7.46,10.76,16.16,-,2023040102
KADUGODI 6 MLD STP,2023-04-01 01:45:00,7.47,27.00,0.60,3.32,287.55,20.05,760.47,23.56,3.92,2023040102
HORAMAVU 20 MLD,2023-04-01 01:45:00,7.5,28.80,0.93,3.80,27.70,6.80,6.95,7.81,4.65,2023040102
K AND C VALLEY 60 MLD,2023-04-01 01:45:00,7.68,28.90,1.71,4.00,27.84,6.60,7.93,9.95,4.28,2023040102
NAGASANDRA 20 MLD,2023-04-01 01:45:00,6.84,28.10,1.00,3.40,-,-,-,-,4.22,2023040102
RAJACANAL 40 MLD,2023-03-29 03:30:00,7.66,28.00,0.93,3.00,29.05,3.88,4.18,8.21,4.46,2023040102
YELLAMALAPACHETTY 15 MLD,2023-04-01 01:45:00,6.91,27.50,0.89,1.60,36.81,3.10,27.46,3.26,7.12,2023040102
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023040102
DODDABELE 20 MLD,2023-04-01 01:45:00,7.05,28.40,0.29,2.60,46.97,9.19,24.52,11.17,4.23,2023040102
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023040102
NAGASANDRA OLD 20 MLD,2023-04-01 01:45:00,7.01,26.80,1.38,2.07,51.97,7.66,23.03,11.08,7.16,2023040102
4MLD Cubbon Park TTP,2023-04-01 01:45:00,6.91,30.10,1.01,4.72,17.36,1.22,0.93,5.04,4.04,2023040102
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040102
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040102
KADABEESANAHALLI 50 MLD,2023-04-01 01:45:00,7.44,26.00,-,-,-,-,-,-,5.21,2023040102
STP Sarakki 5 MLD,2023-04-01 01:45:00,7.67,29.10,1.59,3.18,18.92,5.13,5.97,3.78,-,2023040102
Kempambudhi STP 1 MLD,2023-04-01 01:45:00,7.11,26.40,0.69,2.14,22.39,4.59,5.27,5.34,3.09,2023040102
Mailasandra STP 75 MLD,2023-04-01 02:00:00,7.61,24.90,0.48,0.56,41.02,7.16,14.65,14.20,0.70,2023040102
60 MLD V.Valley TTP,2023-04-01 01:45:00,5.32,27.80,0.32,0.77,20.99,2.82,3.68,6.17,0.52,2023040102
KR Puram STP 20 MLD,2023-04-01 01:45:00,7.3,26.20,1.07,2.14,52.41,7.34,34.02,8.97,1.60,2023040102
1.5 MLD Lalbagh TTP,2023-04-01 01:45:00,6.45,27.50,0.64,3.25,20.41,2.88,2.94,5.89,7.75,2023040102
35MLD Agaram STP,2023-04-01 01:45:00,7.59,29.30,1.36,5.58,26.50,9.20,4.10,8.28,-,2023040102
Chikka_Bagur_5_MLD_STP,2023-04-01 02:04:00,7.74,-,-,-,46.10,5.30,10.20,10.60,-,2023040102
Yelahanka 10MLD TTP,2023-03-24 17:09:00,6.52,23.20,0.26,1.04,18.10,4.00,5.40,3.62,4.75,2023040102
40MLD OLD Rajacanal STP,2023-04-01 02:15:00,7.36,26.50,1.12,3.70,127.60,8.00,7.00,31.90,4.59,2023040102
Hennur 1MLD TTP,2023-04-01 02:00:00,7.31,27.80,0.04,0.16,20.00,8.80,4.60,5.00,4.29,2023040102
2MLD Ulsoor STP,2023-04-01 03:00:00,7.0,28.10,0.71,3.19,30.50,2.10,3.80,6.10,1.02,2023040103
CHIKKABANAVARA 5 MLD,2023-02-28 23:00:00,7.29,26.20,0.74,3.60,39.03,7.46,10.76,16.16,-,2023040103
KADUGODI 6 MLD STP,2023-04-01 02:45:00,7.5,27.20,0.60,3.34,286.45,18.02,751.60,19.04,0.67,2023040103
HORAMAVU 20 MLD,2023-04-01 02:45:00,7.54,28.80,0.92,3.90,27.71,6.80,6.96,7.75,4.60,2023040103
K AND C VALLEY 60 MLD,2023-04-01 02:45:00,7.67,28.90,1.70,4.00,27.95,6.59,8.01,9.94,4.25,2023040103
NAGASANDRA 20 MLD,2023-04-01 02:45:00,6.83,27.90,1.00,3.40,-,-,-,-,4.20,2023040103
RAJACANAL 40 MLD,2023-03-29 03:30:00,7.66,28.00,0.93,3.00,29.05,3.88,4.18,8.21,4.46,2023040103
YELLAMALAPACHETTY 15 MLD,2023-04-01 02:45:00,6.92,27.50,0.91,1.60,36.18,3.33,22.50,3.70,7.28,2023040103
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023040103
DODDABELE 20 MLD,2023-04-01 02:45:00,7.1,28.80,0.29,2.70,42.02,9.36,10.32,11.95,4.26,2023040103
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023040103
NAGASANDRA OLD 20 MLD,2023-04-01 02:45:00,6.99,26.80,1.27,1.90,51.91,7.60,23.03,10.98,1.28,2023040103
4MLD Cubbon Park TTP,2023-04-01 02:45:00,6.92,30.10,1.01,4.72,17.36,1.22,0.93,5.03,4.04,2023040103
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040103
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040103
KADABEESANAHALLI 50 MLD,2023-04-01 02:45:00,7.42,25.90,-,-,-,-,-,-,5.19,2023040103
STP Sarakki 5 MLD,2023-04-01 02:45:00,7.66,29.10,1.59,3.18,18.93,5.14,6.00,3.79,-,2023040103
Kempambudhi STP 1 MLD,2023-04-01 02:45:00,7.11,26.40,0.78,2.42,143.88,2.99,25.46,2.54,2.90,2023040103
Mailasandra STP 75 MLD,2023-04-01 03:00:00,7.61,24.90,0.46,0.39,41.02,7.16,14.66,14.23,0.49,2023040103
60 MLD V.Valley TTP,2023-04-01 02:45:00,5.32,27.80,0.32,0.77,20.98,2.86,3.64,6.21,0.52,2023040103
KR Puram STP 20 MLD,2023-04-01 02:45:00,7.3,26.10,1.10,2.20,52.83,7.40,35.28,9.22,1.60,2023040103
1.5 MLD Lalbagh TTP,2023-04-01 03:00:00,6.45,27.30,0.65,3.25,20.67,3.05,3.17,5.89,8.68,2023040103
35MLD Agaram STP,2023-04-01 02:45:00,7.67,29.30,1.12,4.59,25.70,9.30,3.50,8.37,-,2023040103
Chikka_Bagur_5_MLD_STP,2023-04-01 03:01:00,7.74,29.00,-,-,-,-,-,11.60,-,2023040103
Yelahanka 10MLD TTP,2023-03-24 17:09:00,6.52,23.20,0.26,1.04,18.10,4.00,5.40,3.62,4.75,2023040103
40MLD OLD Rajacanal STP,2023-04-01 03:15:00,7.36,26.50,1.12,3.70,127.60,8.00,7.10,31.90,4.59,2023040103
Hennur 1MLD TTP,2023-04-01 03:15:00,7.3,27.80,0.04,0.16,20.00,8.10,4.60,5.00,4.29,2023040103
2MLD Ulsoor STP,2023-04-01 04:00:00,7.0,28.00,0.72,3.24,30.50,2.10,3.80,6.10,0.77,2023040104
CHIKKABANAVARA 5 MLD,2023-02-28 23:00:00,7.29,26.20,0.74,3.60,39.03,7.46,10.76,16.16,-,2023040104
KADUGODI 6 MLD STP,2023-04-01 03:45:00,7.51,27.20,0.60,3.21,294.44,19.50,766.15,15.19,0.60,2023040104
HORAMAVU 20 MLD,2023-04-01 03:45:00,7.51,28.80,0.93,3.90,27.70,6.81,6.97,7.90,4.65,2023040104
K AND C VALLEY 60 MLD,2023-04-01 03:45:00,7.67,28.80,1.69,3.90,28.19,6.59,8.12,9.99,4.23,2023040104
NAGASANDRA 20 MLD,2023-04-01 03:45:00,6.83,27.70,0.95,3.30,-,-,-,-,4.17,2023040104
RAJACANAL 40 MLD,2023-03-29 03:30:00,7.66,28.00,0.93,3.00,29.05,3.88,4.18,8.21,4.46,2023040104
YELLAMALAPACHETTY 15 MLD,2023-04-01 03:45:00,6.93,27.60,0.90,1.60,35.86,3.22,22.32,3.70,7.20,2023040104
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023040104
DODDABELE 20 MLD,2023-04-01 03:45:00,7.13,29.00,0.29,2.60,42.03,9.34,10.34,11.87,4.28,2023040104
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023040104
NAGASANDRA OLD 20 MLD,2023-04-01 03:45:00,6.98,26.80,1.23,1.85,52.06,7.61,23.63,11.20,4.36,2023040104
4MLD Cubbon Park TTP,2023-04-01 03:45:00,6.93,30.10,0.99,4.71,17.36,1.21,0.93,5.03,3.96,2023040104
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040104
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040104
KADABEESANAHALLI 50 MLD,2023-04-01 03:45:00,7.43,25.80,-,-,-,-,-,-,5.20,2023040104
STP Sarakki 5 MLD,2023-04-01 03:45:00,7.66,29.10,1.58,3.16,18.93,5.14,6.00,3.79,-,2023040104
Kempambudhi STP 1 MLD,2023-04-01 03:45:00,7.11,26.40,0.69,2.15,24.65,4.65,5.71,5.30,2.81,2023040104
Mailasandra STP 75 MLD,2023-04-01 04:00:00,7.61,24.80,0.46,0.29,41.04,7.17,14.66,14.25,0.36,2023040104
60 MLD V.Valley TTP,2023-04-01 03:45:00,5.32,27.70,0.30,0.72,20.97,2.87,3.63,6.21,0.52,2023040104
KR Puram STP 20 MLD,2023-04-01 03:45:00,7.3,26.10,1.13,2.26,51.21,7.17,32.10,7.49,1.54,2023040104
1.5 MLD Lalbagh TTP,2023-04-01 04:00:00,6.44,27.20,0.65,3.25,20.37,2.86,2.90,5.82,8.91,2023040104
35MLD Agaram STP,2023-04-01 03:45:00,7.64,29.40,1.45,5.95,26.10,9.40,3.60,8.46,-,2023040104
Chikka_Bagur_5_MLD_STP,2023-04-01 04:03:00,7.77,28.90,-,-,42.50,6.50,7.00,13.00,-,2023040104
Yelahanka 10MLD TTP,2023-03-24 17:09:00,6.52,23.20,0.26,1.04,18.10,4.00,5.40,3.62,4.75,2023040104
40MLD OLD Rajacanal STP,2023-04-01 04:15:00,7.37,26.40,1.12,3.70,128.20,8.00,7.00,32.05,4.59,2023040104
Hennur 1MLD TTP,2023-04-01 04:00:00,7.3,27.80,0.04,0.16,20.10,8.20,4.60,5.00,4.29,2023040104
2MLD Ulsoor STP,2023-04-01 05:00:00,6.99,27.90,0.71,3.19,30.50,2.10,3.80,6.10,0.73,2023040105
CHIKKABANAVARA 5 MLD,2023-02-28 23:00:00,7.29,26.20,0.74,3.60,39.03,7.46,10.76,16.16,-,2023040105
KADUGODI 6 MLD STP,2023-04-01 04:45:00,7.54,26.90,0.60,3.17,292.66,20.85,767.34,24.66,4.16,2023040105
HORAMAVU 20 MLD,2023-04-01 04:45:00,7.5,28.90,0.94,3.80,27.70,6.79,6.98,7.77,4.70,2023040105
K AND C VALLEY 60 MLD,2023-04-01 04:45:00,7.68,28.70,1.70,4.00,27.84,6.66,7.94,10.24,4.25,2023040105
NAGASANDRA 20 MLD,2023-04-01 04:45:00,6.86,27.60,0.91,3.60,-,-,-,-,4.15,2023040105
RAJACANAL 40 MLD,2023-03-29 03:30:00,7.66,28.00,0.93,3.00,29.05,3.88,4.18,8.21,4.46,2023040105
YELLAMALAPACHETTY 15 MLD,2023-04-01 04:45:00,6.91,27.50,0.89,1.60,35.91,3.19,22.57,3.59,7.12,2023040105
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023040105
DODDABELE 20 MLD,2023-04-01 04:45:00,7.13,28.30,0.28,2.70,41.79,9.43,9.62,12.08,4.28,2023040105
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023040105
NAGASANDRA OLD 20 MLD,2023-04-01 04:45:00,6.97,26.70,1.21,1.82,52.15,7.65,23.92,10.67,6.98,2023040105
4MLD Cubbon Park TTP,2023-04-01 04:45:00,6.96,30.10,0.99,4.72,17.37,1.22,0.94,5.04,3.96,2023040105
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040105
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040105
KADABEESANAHALLI 50 MLD,2023-04-01 04:45:00,7.44,25.70,-,-,-,-,-,-,5.21,2023040105
STP Sarakki 5 MLD,2023-04-01 04:45:00,7.71,28.90,1.59,3.18,18.92,5.14,6.02,3.78,-,2023040105
Kempambudhi STP 1 MLD,2023-04-01 04:45:00,7.11,26.30,0.70,2.18,22.15,4.64,5.21,5.53,2.74,2023040105
Mailasandra STP 75 MLD,2023-04-01 05:00:00,7.6,24.70,0.47,0.20,41.01,7.16,14.67,14.46,0.25,2023040105
60 MLD V.Valley TTP,2023-04-01 04:45:00,5.33,27.70,0.31,0.74,20.97,2.87,3.62,6.18,0.52,2023040105
KR Puram STP 20 MLD,2023-04-01 04:45:00,7.3,26.00,1.16,2.32,51.38,7.19,32.24,7.39,1.55,2023040105
1.5 MLD Lalbagh TTP,2023-04-01 04:30:00,6.44,27.10,0.65,3.25,20.67,3.04,3.14,5.88,8.07,2023040105
35MLD Agaram STP,2023-04-01 04:45:00,7.6,29.20,1.35,5.54,25.90,9.30,3.60,8.37,-,2023040105
Chikka_Bagur_5_MLD_STP,2023-04-01 05:04:00,7.82,29.10,-,-,42.70,6.40,-,12.80,-,2023040105
Yelahanka 10MLD TTP,2023-03-24 17:09:00,6.52,23.20,0.26,1.04,18.10,4.00,5.40,3.62,4.75,2023040105
40MLD OLD Rajacanal STP,2023-04-01 05:15:00,7.37,26.40,1.11,3.66,127.80,8.00,6.70,31.95,4.55,2023040105
Hennur 1MLD TTP,2023-04-01 05:00:00,7.3,27.80,0.04,0.16,20.00,8.50,4.60,5.01,4.29,2023040105
2MLD Ulsoor STP,2023-04-01 06:00:00,6.99,27.80,0.71,3.19,30.50,2.10,3.80,6.10,0.48,2023040106
CHIKKABANAVARA 5 MLD,2023-02-28 23:00:00,7.29,26.20,0.74,3.60,39.03,7.46,10.76,16.16,-,2023040106
KADUGODI 6 MLD STP,2023-04-01 05:45:00,7.51,27.10,0.60,3.33,291.59,19.94,763.29,21.79,1.09,2023040106
HORAMAVU 20 MLD,2023-04-01 05:45:00,7.52,28.80,0.93,4.00,27.70,6.79,6.94,7.76,4.65,2023040106
K AND C VALLEY 60 MLD,2023-04-01 05:45:00,7.66,28.80,1.70,3.90,28.11,6.58,8.03,9.85,4.25,2023040106
NAGASANDRA 20 MLD,2023-04-01 05:45:00,6.86,27.40,0.93,3.70,-,-,-,-,4.12,2023040106
RAJACANAL 40 MLD,2023-03-29 03:30:00,7.66,28.00,0.93,3.00,29.05,3.88,4.18,8.21,4.46,2023040106
YELLAMALAPACHETTY 15 MLD,2023-04-01 05:45:00,6.99,27.20,0.89,1.50,-,-,33.72,3.61,7.12,2023040106
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023040106
DODDABELE 20 MLD,2023-04-01 05:45:00,7.16,28.50,0.29,2.70,42.04,9.36,10.50,11.90,4.30,2023040106
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023040106
NAGASANDRA OLD 20 MLD,2023-04-01 05:45:00,6.95,26.70,1.18,1.77,52.33,7.67,24.92,11.01,0.71,2023040106
4MLD Cubbon Park TTP,2023-04-01 05:45:00,6.96,30.10,0.98,4.72,17.37,1.22,0.94,5.04,3.92,2023040106
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040106
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2023040106
KADABEESANAHALLI 50 MLD,2023-04-01 05:45:00,7.45,25.50,-,-,-,-,-,-,5.21,2023040106
STP Sarakki 5 MLD,2023-04-01 05:45:00,7.7,28.90,1.60,3.20,18.95,5.18,6.08,3.79,-,2023040106
Kempambudhi STP 1 MLD,2023-04-01 05:45:00,7.11,26.20,0.69,2.14,40.64,4.59,8.24,5.05,2.57,2023040106
Mailasandra STP 75 MLD,2023-04-01 06:00:00,7.6,24.70,0.46,0.15,41.01,7.16,14.67,14.32,0.19,2023040106
60 MLD V.Valley TTP,2023-04-01 05:45:00,5.34,27.60,0.31,0.74,20.96,2.86,3.61,6.19,0.52,2023040106
KR Puram STP 20 MLD,2023-04-01 05:45:00,7.29,26.00,1.24,2.48,50.76,7.11,30.75,7.62,1.55,2023040106
1.5 MLD Lalbagh TTP,2023-04-01 04:30:00,6.44,27.10,0.65,3.25,20.67,3.04,3.14,5.88,8.07,2023040106
35MLD Agaram STP,2023-04-01 05:45:00,7.67,29.20,1.36,5.58,26.10,9.40,3.70,8.46,-,2023040106
Chikka_Bagur_5_MLD_STP,2023-04-01 06:04:00,7.75,28.80,-,-,43.20,6.20,7.90,12.40,-,2023040106
Yelahanka 10MLD TTP,2023-03-24 17:09:00,6.52,23.20,0.26,1.04,18.10,4.00,5.40,3.62,4.75,2023040106
40MLD OLD Rajacanal STP,2023-04-01 06:15:00,7.37,26.30,1.11,3.66,127.40,8.00,6.60,31.85,4.55,2023040106
Hennur 1MLD TTP,2023-04-01 06:00:00,7.3,27.80,0.04,0.16,20.10,9.30,4.60,5.01,4.30,2023040106
2MLD Ulsoor STP,2023-04-01 07:00:00,6.99,27.70,0.71,3.19,30.40,2.10,3.80,6.08,0.34,2023040107
CHIKKABANAVARA 5 MLD,2023-02-28 23:00:00,7.29,26.20,0.74,3.60,39.03,7.46,10.76,16.16,-,2023040107
KADUGODI 6 MLD STP,2023-04-01 06:45:00,7.38,27.20,0.60,3.33,286.99,19.25,758.32,28.71,1.80,2023040107
HORAMAVU 20 MLD,2023-04-01 06:45:00,7.55,28.80,0.92,4.00,27.73,6.82,7.03,7.87,4.60,2023040107
K AND C VALLEY 60 MLD,2023-04-01 06:45:00,7.66,28.80,1.70,3.90,28.08,6.65,8.03,10.14,4.25,2023040107
NAGASANDRA 20 MLD,2023-04-01 06:45:00,6.87,27.20,0.91,3.80,-,-,-,-,4.09,2023040107
RAJACANAL 40 MLD,2023-03-29 03:30:00,7.66,28.00,0.93,3.00,29.05,3.88,4.18,8.21,4.46,2023040107
YELLAMALAPACHETTY 15 MLD,2023-04-01 06:45:00,7.02,27.00,0.91,1.50,36.69,2.87,28.22,3.26,7.28,2023040107
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023040107
DODDABELE 20 MLD,2023-04-01 06:45:00,7.16,28.70,0.29,2.70,41.99,9.41,10.19,12.00,4.30,2023040107
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023040107
NAGASANDRA OLD 20 MLD,2023-04-01 06:45:00,6.97,26.60,1.18,1.77,52.37,7.63,24.90,11.42,0.70,2023040107
4MLD Cubbon Park TTP,2023-04-01 06:45:00,6.95,30.00,0.97,4.71,17.36,1.21,0.93,5.03,3.88,2023040107
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2023040107
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2023040107
KADABEESANAHALLI 50 MLD,2023-04-01 06:45:00,7.44,25.70,-,-,-,-,-,-,5.21,2023040107
STP Sarakki 5 MLD,2023-04-01 06:45:00,7.68,29.00,1.58,3.16,19.01,5.26,6.27,3.80,-,2023040107
Kempambudhi STP 1 MLD,2023-04-01 06:45:00,7.11,26.10,0.70,2.17,22.48,4.69,5.31,5.64,2.74,2023040107
