stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on
60 MLD V.Valley TTP,2023-06-30 23:30:00,4.56,26.90,0.69,1.66,21.06,1.32,4.26,5.82,2.68,2023070100
KR Puram STP 20 MLD,2023-07-01 00:00:00,7.28,25.90,1.62,3.24,40.03,5.60,10.65,7.97,2.30,2023070100
1.5 MLD Lalbagh TTP,2023-06-30 23:45:00,6.47,24.80,0.39,2.00,18.12,1.37,1.18,1.39,2.17,2023070100
35MLD Agaram STP,2023-07-01 00:00:00,7.23,26.30,0.20,0.82,29.64,5.06,5.78,6.51,-,2023070100
Chikka_Bagur_5_MLD_STP,2023-07-01 00:04:00,7.73,28.20,-,-,-,7.20,7.3,14.40,-,2023070100
Yelahanka 10MLD TTP,2023-06-30 00:30:00,7.55,26.10,18.80,111.75,34.30,4.10,3.4,6.86,-0.24,2023070100
40MLD OLD Rajacanal STP,2023-06-30 23:45:00,7.1,25.80,0.01,0.03,31.40,13.20,13.8,7.85,0.05,2023070100
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.9,4.95,5.27,2023070100
4_MLD_Madiwala_STP,2023-06-30 23:45:00,7.84,27.80,14.59,42.31,34.52,2.36,3.53,8.63,-,2023070100
2MLD Ulsoor STP,2023-07-01 01:00:00,7.22,27.60,1.58,7.11,28.30,2.00,3.5,5.66,2.36,2023070101
CHIKKABANAVARA 5 MLD,2023-07-01 00:45:00,7.46,25.00,0.36,3.20,26.39,4.02,4.41,9.55,2.88,2023070101
KADUGODI 6 MLD STP,2023-07-01 00:45:00,7.82,22.00,0.60,2.80,40.77,10.42,11.27,26.88,4.47,2023070101
HORAMAVU 20 MLD,2023-06-27 21:30:00,7.53,25.50,0.79,2.20,-,-,36.53,13.21,3.16,2023070101
K AND C VALLEY 60 MLD,2023-07-01 00:45:00,7.18,27.70,0.56,3.70,31.80,6.32,9.26,7.95,4.65,2023070101
NAGASANDRA 20 MLD,2023-07-01 01:00:00,7.71,25.20,0.75,2.60,131.66,4.13,61.77,2.23,3.77,2023070101
RAJACANAL 40 MLD,2023-06-05 01:30:00,7.53,29.20,1.04,2.80,31.34,3.71,7.45,8.23,4.99,2023070101
YELLAMALAPACHETTY 15 MLD,2023-07-01 01:00:00,7.25,27.20,1.02,2.90,50.65,9.15,9.29,5.75,4.08,2023070101
BELLANDUR 90 MLD,2023-07-01 00:45:00,7.16,27.10,0.36,4.20,27.42,8.21,11.93,5.48,3.42,2023070101
DODDABELE 20 MLD,2023-07-01 00:45:00,7.43,22.80,0.54,4.10,39.21,5.48,9.86,10.34,4.46,2023070101
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023070101
NAGASANDRA OLD 20 MLD,2023-07-01 00:45:00,7.39,22.80,5.99,8.98,68.20,10.05,20.34,8.94,6.61,2023070101
4MLD Cubbon Park TTP,2023-07-01 00:45:00,7.15,28.50,3.81,4.73,17.37,1.23,0.92,5.04,15.24,2023070101
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2023070101
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.0,-,-,2023070101
KADABEESANAHALLI 50 MLD,2023-07-01 01:00:00,7.23,24.70,0.60,3.48,134.82,11.61,49.03,12.67,5.81,2023070101
STP Sarakki 5 MLD,2023-07-01 00:45:00,7.8,28.00,1.67,3.34,19.33,5.75,6.84,3.87,-,2023070101
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023070101
Mailasandra STP 75 MLD,2023-07-01 00:45:00,7.37,24.50,1.87,-0.18,47.63,11.58,18.78,14.60,-0.15,2023070101
60 MLD V.Valley TTP,2023-07-01 00:30:00,4.56,27.00,0.70,1.68,21.09,1.38,4.27,5.90,2.48,2023070101
KR Puram STP 20 MLD,2023-07-01 01:00:00,7.28,25.80,1.62,3.24,40.06,5.61,10.67,8.25,2.30,2023070101
1.5 MLD Lalbagh TTP,2023-07-01 00:45:00,6.47,24.70,0.39,1.95,18.10,1.37,1.18,1.53,2.13,2023070101
35MLD Agaram STP,2023-07-01 01:00:00,7.15,26.20,0.21,0.86,29.32,5.01,5.72,6.43,-,2023070101
Chikka_Bagur_5_MLD_STP,2023-07-01 01:03:00,7.53,28.00,-,-,43.80,7.30,7.2,14.60,-,2023070101
Yelahanka 10MLD TTP,2023-06-30 00:30:00,7.55,26.10,18.80,111.75,34.30,4.10,3.4,6.86,-0.24,2023070101
40MLD OLD Rajacanal STP,2023-07-01 01:15:00,7.1,25.80,0.01,0.03,31.40,13.20,14.0,7.85,0.05,2023070101
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.9,4.95,5.27,2023070101
4_MLD_Madiwala_STP,2023-07-01 01:15:00,7.93,27.60,14.35,41.62,34.51,2.47,3.51,8.63,-,2023070101
2MLD Ulsoor STP,2023-07-01 02:00:00,7.22,27.50,1.62,7.29,28.30,2.00,3.50,5.66,1.98,2023070102
CHIKKABANAVARA 5 MLD,2023-07-01 01:45:00,7.42,25.00,0.35,3.20,26.37,4.02,4.40,9.54,2.80,2023070102
KADUGODI 6 MLD STP,2023-07-01 01:45:00,7.83,22.10,0.60,2.82,40.69,10.41,11.07,26.04,3.98,2023070102
HORAMAVU 20 MLD,2023-06-27 21:30:00,7.53,25.50,0.79,2.20,-,-,36.53,13.21,3.16,2023070102
K AND C VALLEY 60 MLD,2023-07-01 01:45:00,7.18,27.70,0.56,3.70,31.81,6.32,9.25,8.04,4.65,2023070102
NAGASANDRA 20 MLD,2023-07-01 01:45:00,7.71,25.20,0.76,2.60,133.81,4.93,64.65,5.25,3.78,2023070102
RAJACANAL 40 MLD,2023-06-05 01:30:00,7.53,29.20,1.04,2.80,31.34,3.71,7.45,8.23,4.99,2023070102
YELLAMALAPACHETTY 15 MLD,2023-07-01 02:00:00,7.2,27.20,1.01,2.90,50.80,9.37,8.97,5.81,4.04,2023070102
BELLANDUR 90 MLD,2023-07-01 01:45:00,7.16,27.00,0.35,4.20,27.37,8.24,11.84,5.47,3.33,2023070102
DODDABELE 20 MLD,2023-07-01 01:45:00,7.44,23.00,0.56,3.90,38.90,5.48,9.14,10.39,4.46,2023070102
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023070102
NAGASANDRA OLD 20 MLD,2023-07-01 01:45:00,7.33,22.40,7.14,10.71,64.01,9.68,19.00,9.92,6.72,2023070102
4MLD Cubbon Park TTP,2023-07-01 01:45:00,7.15,28.50,3.75,4.72,17.37,1.22,0.93,5.04,15.00,2023070102
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023070102
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023070102
KADABEESANAHALLI 50 MLD,2023-07-01 02:00:00,7.23,24.60,0.60,3.54,135.13,11.79,48.98,12.96,5.90,2023070102
STP Sarakki 5 MLD,2023-07-01 01:45:00,7.8,27.90,1.67,3.34,19.26,5.65,6.64,3.85,-,2023070102
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023070102
Mailasandra STP 75 MLD,2023-07-01 01:45:00,7.37,24.40,1.88,-0.18,47.68,11.67,18.76,14.56,-0.15,2023070102
60 MLD V.Valley TTP,2023-07-01 01:30:00,4.56,26.90,0.71,1.70,21.10,1.32,4.27,5.93,1.24,2023070102
KR Puram STP 20 MLD,2023-07-01 02:00:00,7.27,25.80,1.62,3.24,40.05,5.61,10.64,7.70,2.29,2023070102
1.5 MLD Lalbagh TTP,2023-07-01 01:45:00,6.49,24.60,0.39,1.95,18.06,1.34,1.15,1.57,2.20,2023070102
35MLD Agaram STP,2023-07-01 02:00:00,7.24,26.40,0.19,0.78,29.68,5.07,5.79,6.52,-,2023070102
Chikka_Bagur_5_MLD_STP,2023-07-01 02:03:00,7.75,28.30,-,-,-,-,-,14.40,-,2023070102
Yelahanka 10MLD TTP,2023-06-30 00:30:00,7.55,26.10,18.80,111.75,34.30,4.10,3.40,6.86,-0.24,2023070102
40MLD OLD Rajacanal STP,2023-07-01 02:15:00,7.09,25.80,0.01,0.03,31.60,13.00,13.70,7.90,0.05,2023070102
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.90,4.95,5.27,2023070102
4_MLD_Madiwala_STP,2023-07-01 02:15:00,7.92,27.60,14.45,41.90,34.51,2.50,3.51,8.63,-,2023070102
2MLD Ulsoor STP,2023-07-01 03:00:00,7.21,27.40,1.67,7.51,28.20,2.00,3.5,5.64,1.59,2023070103
CHIKKABANAVARA 5 MLD,2023-07-01 02:45:00,7.44,25.00,0.36,3.20,26.40,4.02,4.41,9.49,2.88,2023070103
KADUGODI 6 MLD STP,2023-07-01 02:45:00,7.77,21.90,0.60,2.79,40.68,10.41,11.16,26.48,3.96,2023070103
HORAMAVU 20 MLD,2023-06-27 21:30:00,7.53,25.50,0.79,2.20,-,-,36.53,13.21,3.16,2023070103
K AND C VALLEY 60 MLD,2023-07-01 02:45:00,7.17,27.80,0.55,3.70,31.85,6.28,9.28,7.88,4.57,2023070103
NAGASANDRA 20 MLD,2023-07-01 03:00:00,7.72,25.10,0.76,2.60,133.78,4.89,64.55,4.51,3.77,2023070103
RAJACANAL 40 MLD,2023-06-05 01:30:00,7.53,29.20,1.04,2.80,31.34,3.71,7.45,8.23,4.99,2023070103
YELLAMALAPACHETTY 15 MLD,2023-07-01 03:00:00,7.2,27.20,1.01,2.90,50.77,9.40,8.92,5.80,4.04,2023070103
BELLANDUR 90 MLD,2023-07-01 02:45:00,7.16,27.00,0.35,4.20,27.33,8.26,11.59,5.47,3.33,2023070103
DODDABELE 20 MLD,2023-07-01 02:45:00,7.43,22.70,0.56,4.00,39.11,5.45,9.71,10.33,4.46,2023070103
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023070103
NAGASANDRA OLD 20 MLD,2023-07-01 02:45:00,7.13,22.40,11.37,17.06,67.88,8.60,21.07,12.42,6.78,2023070103
4MLD Cubbon Park TTP,2023-07-01 02:45:00,7.16,28.70,3.59,4.72,17.36,1.22,0.92,5.03,14.36,2023070103
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2023070103
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.0,-,-,2023070103
KADABEESANAHALLI 50 MLD,2023-07-01 03:00:00,7.2,24.50,0.60,-,-,-,60.77,12.56,-,2023070103
STP Sarakki 5 MLD,2023-07-01 02:45:00,7.79,27.90,1.67,3.34,19.28,5.68,6.71,3.86,-,2023070103
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023070103
Mailasandra STP 75 MLD,2023-07-01 02:45:00,7.36,24.30,1.89,-0.18,47.65,11.65,18.77,14.67,-0.15,2023070103
60 MLD V.Valley TTP,2023-07-01 02:30:00,4.55,26.90,0.71,1.70,21.12,1.36,4.28,5.76,1.58,2023070103
KR Puram STP 20 MLD,2023-07-01 03:00:00,7.27,25.70,1.62,3.24,40.04,5.61,10.64,7.99,2.29,2023070103
1.5 MLD Lalbagh TTP,2023-07-01 02:45:00,6.49,24.50,0.39,1.95,18.06,1.34,1.14,1.62,2.32,2023070103
35MLD Agaram STP,2023-07-01 03:00:00,7.24,26.20,0.20,0.82,29.68,5.07,5.79,6.52,-,2023070103
Chikka_Bagur_5_MLD_STP,2023-07-01 03:04:00,7.76,28.30,-,-,44.30,7.20,8.0,14.40,-,2023070103
Yelahanka 10MLD TTP,2023-06-30 00:30:00,7.55,26.10,18.80,111.75,34.30,4.10,3.4,6.86,-0.24,2023070103
40MLD OLD Rajacanal STP,2023-07-01 03:15:00,7.1,25.70,0.01,0.03,32.00,12.80,13.3,8.00,0.05,2023070103
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.9,4.95,5.27,2023070103
4_MLD_Madiwala_STP,2023-07-01 03:15:00,7.92,27.50,14.67,42.54,34.52,2.54,3.51,8.63,-,2023070103
2MLD Ulsoor STP,2023-07-01 04:00:00,7.21,27.30,1.70,7.65,28.20,2.00,3.5,5.64,1.55,2023070104
CHIKKABANAVARA 5 MLD,2023-07-01 03:45:00,7.46,25.00,0.35,3.20,26.39,4.03,4.41,9.63,2.80,2023070104
KADUGODI 6 MLD STP,2023-07-01 03:45:00,7.83,21.90,0.60,2.79,40.71,10.41,11.16,26.44,4.44,2023070104
HORAMAVU 20 MLD,2023-06-27 21:30:00,7.53,25.50,0.79,2.20,-,-,36.53,13.21,3.16,2023070104
K AND C VALLEY 60 MLD,2023-07-01 03:45:00,7.17,27.70,0.53,3.70,31.83,6.29,9.27,8.02,4.40,2023070104
NAGASANDRA 20 MLD,2023-07-01 04:00:00,7.69,25.10,0.77,2.60,134.73,5.11,65.38,6.05,3.77,2023070104
RAJACANAL 40 MLD,2023-06-05 01:30:00,7.53,29.20,1.04,2.80,31.34,3.71,7.45,8.23,4.99,2023070104
YELLAMALAPACHETTY 15 MLD,2023-07-01 04:00:00,7.16,27.10,1.02,2.90,50.31,9.22,8.86,5.76,4.08,2023070104
BELLANDUR 90 MLD,2023-07-01 03:45:00,7.17,27.00,0.35,4.20,27.27,8.24,11.31,5.45,3.33,2023070104
DODDABELE 20 MLD,2023-07-01 03:45:00,7.41,22.80,0.56,4.00,38.84,5.47,9.26,10.31,4.45,2023070104
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023070104
NAGASANDRA OLD 20 MLD,2023-07-01 03:45:00,7.12,22.60,11.95,17.92,68.75,9.20,21.51,25.12,6.77,2023070104
4MLD Cubbon Park TTP,2023-07-01 03:45:00,7.17,28.60,3.47,4.72,17.36,1.22,0.92,5.03,13.88,2023070104
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2023070104
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.0,-,-,2023070104
KADABEESANAHALLI 50 MLD,2023-07-01 04:00:00,7.19,24.40,0.60,-,-,-,65.79,11.40,-,2023070104
STP Sarakki 5 MLD,2023-07-01 03:45:00,7.79,27.90,1.66,3.32,19.35,5.79,6.98,3.87,-,2023070104
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023070104
Mailasandra STP 75 MLD,2023-07-01 03:45:00,7.36,24.20,1.89,-0.19,47.42,11.34,18.79,14.81,-0.16,2023070104
60 MLD V.Valley TTP,2023-07-01 03:30:00,4.55,26.80,0.69,1.66,21.15,1.45,4.3,5.93,1.19,2023070104
KR Puram STP 20 MLD,2023-07-01 04:00:00,7.26,25.60,1.70,3.40,40.05,5.61,10.61,8.06,2.30,2023070104
1.5 MLD Lalbagh TTP,2023-07-01 03:45:00,6.49,24.50,0.39,1.95,18.10,1.37,1.18,1.38,1.85,2023070104
35MLD Agaram STP,2023-07-01 04:00:00,7.22,26.40,0.14,0.57,29.60,5.05,5.78,6.50,-,2023070104
Chikka_Bagur_5_MLD_STP,2023-07-01 03:59:00,7.75,28.30,-,-,43.80,7.10,7.3,14.20,-,2023070104
Yelahanka 10MLD TTP,2023-06-30 00:30:00,7.55,26.10,18.80,111.75,34.30,4.10,3.4,6.86,-0.24,2023070104
40MLD OLD Rajacanal STP,2023-07-01 04:15:00,7.1,25.70,0.01,0.03,32.10,12.80,13.3,8.02,0.05,2023070104
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.9,4.95,5.27,2023070104
4_MLD_Madiwala_STP,2023-07-01 04:15:00,7.9,27.50,15.08,43.73,34.52,2.49,3.51,8.63,-,2023070104
2MLD Ulsoor STP,2023-07-01 05:00:00,7.2,27.20,1.75,7.88,28.20,2.00,3.50,5.64,1.42,2023070105
CHIKKABANAVARA 5 MLD,2023-07-01 04:45:00,7.42,24.90,0.35,3.20,26.36,4.02,4.40,9.55,2.80,2023070105
KADUGODI 6 MLD STP,2023-07-01 04:45:00,7.85,22.00,0.60,2.79,40.72,10.41,11.24,26.30,3.88,2023070105
HORAMAVU 20 MLD,2023-06-27 21:30:00,7.53,25.50,0.79,2.20,-,-,36.53,13.21,3.16,2023070105
K AND C VALLEY 60 MLD,2023-07-01 04:45:00,7.17,27.70,0.53,3.70,31.84,6.28,9.27,8.08,4.40,2023070105
NAGASANDRA 20 MLD,2023-07-01 05:00:00,7.67,24.90,0.71,2.60,132.06,4.67,63.77,9.14,3.74,2023070105
RAJACANAL 40 MLD,2023-06-05 01:30:00,7.53,29.20,1.04,2.80,31.34,3.71,7.45,8.23,4.99,2023070105
YELLAMALAPACHETTY 15 MLD,2023-07-01 05:00:00,7.16,27.00,1.02,3.00,49.36,9.28,8.02,5.80,4.08,2023070105
BELLANDUR 90 MLD,2023-07-01 04:45:00,7.17,27.00,0.35,4.20,27.29,8.24,11.39,5.46,3.33,2023070105
DODDABELE 20 MLD,2023-07-01 04:45:00,7.46,22.80,0.56,3.90,38.90,5.43,9.30,10.28,4.48,2023070105
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023070105
NAGASANDRA OLD 20 MLD,2023-07-01 04:45:00,7.02,22.60,14.27,21.41,65.83,8.85,20.17,3.34,6.78,2023070105
4MLD Cubbon Park TTP,2023-07-01 04:45:00,7.18,28.60,3.40,4.71,17.36,1.21,0.93,5.03,13.60,2023070105
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023070105
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023070105
KADABEESANAHALLI 50 MLD,2023-07-01 05:00:00,7.2,24.30,0.60,-,-,-,-,-,-,2023070105
STP Sarakki 5 MLD,2023-07-01 04:45:00,7.79,27.90,1.67,3.34,19.40,5.88,7.26,3.88,-,2023070105
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023070105
Mailasandra STP 75 MLD,2023-07-01 04:45:00,7.35,24.10,1.92,-0.19,47.43,11.37,18.77,14.87,-0.16,2023070105
60 MLD V.Valley TTP,2023-07-01 04:30:00,4.55,26.80,0.69,1.66,21.15,1.39,4.29,5.83,1.09,2023070105
KR Puram STP 20 MLD,2023-07-01 05:00:00,7.25,25.50,1.75,3.50,40.05,5.61,10.57,8.10,2.30,2023070105
1.5 MLD Lalbagh TTP,2023-07-01 04:45:00,6.49,24.40,0.39,1.95,18.01,1.31,1.12,1.30,1.74,2023070105
35MLD Agaram STP,2023-07-01 05:00:00,7.28,26.40,0.15,0.62,29.85,5.10,5.82,6.55,-,2023070105
Chikka_Bagur_5_MLD_STP,2023-07-01 05:03:00,7.72,28.30,-,-,43.80,7.10,7.40,-,-,2023070105
Yelahanka 10MLD TTP,2023-06-30 00:30:00,7.55,26.10,18.80,111.75,34.30,4.10,3.40,6.86,-0.24,2023070105
40MLD OLD Rajacanal STP,2023-07-01 05:15:00,7.1,25.70,0.02,0.07,32.00,12.80,13.30,8.00,0.10,2023070105
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.90,4.95,5.27,2023070105
4_MLD_Madiwala_STP,2023-07-01 05:15:00,7.89,27.40,15.00,43.50,34.52,2.47,3.51,8.63,-,2023070105
2MLD Ulsoor STP,2023-07-01 06:00:00,7.20,27.10,1.72,7.74,28.30,2.00,3.60,5.66,1.42,2023070106
CHIKKABANAVARA 5 MLD,2023-07-01 05:45:00,7.44,24.90,0.35,3.20,26.41,4.03,4.41,9.63,2.80,2023070106
KADUGODI 6 MLD STP,2023-07-01 05:45:00,7.78,21.90,0.60,2.76,40.71,10.41,11.28,26.51,3.84,2023070106
HORAMAVU 20 MLD,2023-06-27 21:30:00,7.53,25.50,0.79,2.20,-,-,36.53,13.21,3.16,2023070106
K AND C VALLEY 60 MLD,2023-07-01 05:45:00,7.16,27.70,0.51,3.60,31.89,6.26,9.29,7.96,4.23,2023070106
NAGASANDRA 20 MLD,2023-07-01 05:30:00,7.66,24.80,0.69,2.60,133.66,5.70,66.10,12.43,3.73,2023070106
RAJACANAL 40 MLD,2023-06-05 01:30:00,7.53,29.20,1.04,2.80,31.34,3.71,7.45,8.23,4.99,2023070106
YELLAMALAPACHETTY 15 MLD,2023-07-01 06:00:00,7.13,27.30,1.00,2.90,53.21,9.05,10.48,5.65,4.00,2023070106
BELLANDUR 90 MLD,2023-07-01 05:45:00,7.17,26.90,0.35,4.20,27.35,8.25,11.49,5.47,3.33,2023070106
DODDABELE 20 MLD,2023-07-01 05:45:00,7.43,22.60,0.56,3.90,38.98,5.41,9.44,10.31,4.46,2023070106
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023070106
NAGASANDRA OLD 20 MLD,2023-07-01 05:45:00,7.02,22.70,13.42,20.13,67.61,8.73,20.80,4.01,6.82,2023070106
4MLD Cubbon Park TTP,2023-07-01 05:45:00,7.19,28.60,3.30,4.71,17.36,1.21,0.93,5.03,13.20,2023070106
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2023070106
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.00,-,-,-,0.00,0.00,0.00,-,-,2023070106
KADABEESANAHALLI 50 MLD,2023-07-01 06:00:00,7.19,24.30,0.60,-,-,-,61.71,12.18,-,2023070106
STP Sarakki 5 MLD,2023-07-01 05:45:00,7.80,27.90,1.72,3.44,19.46,5.95,7.40,3.89,-,2023070106
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023070106
Mailasandra STP 75 MLD,2023-07-01 05:45:00,7.34,24.00,1.97,-0.19,47.37,11.31,18.79,14.80,-0.16,2023070106
60 MLD V.Valley TTP,2023-07-01 05:30:00,4.55,26.80,0.70,1.68,21.18,1.48,4.32,5.85,0.94,2023070106
KR Puram STP 20 MLD,2023-07-01 06:00:00,7.25,25.40,1.74,3.48,40.05,5.61,10.55,8.19,2.31,2023070106
1.5 MLD Lalbagh TTP,2023-07-01 05:45:00,6.45,24.30,0.40,1.98,18.02,1.32,1.12,1.23,1.65,2023070106
35MLD Agaram STP,2023-07-01 06:00:00,7.27,26.20,0.13,0.53,29.81,5.09,5.82,6.54,-,2023070106
Chikka_Bagur_5_MLD_STP,2023-07-01 06:03:00,-,28.20,-,-,-,7.00,-,14.00,-,2023070106
Yelahanka 10MLD TTP,2023-06-30 00:30:00,7.55,26.10,18.80,111.75,34.30,4.10,3.40,6.86,-0.24,2023070106
40MLD OLD Rajacanal STP,2023-07-01 06:15:00,7.11,25.70,0.02,0.07,32.00,12.80,13.30,8.00,0.10,2023070106
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.90,4.95,5.27,2023070106
4_MLD_Madiwala_STP,2023-07-01 06:15:00,7.89,27.30,14.90,43.21,34.52,2.51,3.51,8.63,-,2023070106
2MLD Ulsoor STP,2023-07-01 07:00:00,7.27,27.50,1.75,7.88,28.30,2.00,3.60,5.66,3.93,2023070107
CHIKKABANAVARA 5 MLD,2023-07-01 06:45:00,7.45,24.90,0.35,3.20,26.42,4.01,4.41,9.51,2.80,2023070107
KADUGODI 6 MLD STP,2023-07-01 06:45:00,7.81,21.80,0.60,2.90,40.73,10.41,11.27,26.60,4.08,2023070107
HORAMAVU 20 MLD,2023-06-27 21:30:00,7.53,25.50,0.79,2.20,-,-,36.53,13.21,3.16,2023070107
K AND C VALLEY 60 MLD,2023-07-01 06:45:00,7.16,27.70,0.51,3.60,31.94,6.23,9.32,7.86,4.23,2023070107
NAGASANDRA 20 MLD,2023-07-01 07:00:00,7.67,24.50,0.64,2.60,133.16,4.90,62.19,6.76,3.69,2023070107
RAJACANAL 40 MLD,2023-06-05 01:30:00,7.53,29.20,1.04,2.80,31.34,3.71,7.45,8.23,4.99,2023070107
YELLAMALAPACHETTY 15 MLD,2023-07-01 07:00:00,7.1,27.30,0.98,3.00,51.64,9.24,9.47,5.61,3.92,2023070107
