stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on
Kempambudhi STP 1 MLD,2022-12-31 23:30:00,7.13,22.90,0.43,1.34,48.48,2.88,11.72,6.21,6.93,2023010100
Mailasandra STP 75 MLD,2022-12-31 23:45:00,7.47,21.70,2.09,1.13,42.84,7.91,14.88,16.20,0.94,2023010100
60 MLD V.Valley TTP,2022-12-31 21:00:00,6.79,24.50,1.47,3.53,-,-,5.16,-,2.61,2023010100
KR Puram STP 20 MLD,2022-12-31 20:45:00,7.09,22.70,1.66,3.32,37.59,5.26,8.33,4.44,0.75,2023010100
1.5 MLD Lalbagh TTP,2022-12-31 23:30:00,6.44,22.90,0.35,1.83,18.72,1.52,0.98,3.37,4.79,2023010100
35MLD Agaram STP,2022-12-31 23:45:00,7.68,26.20,1.40,5.74,20.40,4.50,3.3,4.05,-,2023010100
Chikka_Bagur_5_MLD_STP,2023-01-01 00:04:00,7.76,26.20,-,-,43.10,5.50,9.3,11.00,-,2023010100
Yelahanka 10MLD TTP,2022-12-31 23:45:00,6.97,23.30,13.57,2.71,29.50,3.60,5.2,2.36,5.70,2023010100
2MLD Ulsoor STP,2023-01-01 01:15:00,7.17,24.80,0.87,3.91,26.60,2.00,3.10,5.32,4.85,2023010101
CHIKKABANAVARA 5 MLD,2023-01-01 00:45:00,7.27,24.80,0.88,2.90,41.31,7.41,13.36,13.33,3.88,2023010101
KADUGODI 6 MLD STP,2023-01-01 01:00:00,7.78,23.50,1.20,3.10,53.47,4.63,38.76,3.40,5.27,2023010101
HORAMAVU 20 MLD,2022-12-31 10:45:00,7.54,25.50,0.58,3.10,32.42,6.01,30.25,12.79,2.90,2023010101
K AND C VALLEY 60 MLD,2023-01-01 00:45:00,7.34,25.30,1.78,4.00,29.96,2.15,9.78,8.56,4.45,2023010101
NAGASANDRA 20 MLD,2023-01-01 00:45:00,7.07,25.70,0.91,3.70,40.04,4.41,7.40,11.09,3.87,2023010101
RAJACANAL 40 MLD,2023-01-01 00:45:00,7.14,25.10,0.92,3.50,28.92,3.78,4.31,8.31,4.64,2023010101
YELLAMALAPACHETTY 15 MLD,2023-01-01 00:45:00,6.88,23.70,0.32,0.90,34.91,5.91,6.99,6.06,-,2023010101
BELLANDUR 90 MLD,2023-01-01 01:00:00,8.23,24.80,0.52,0.60,26.19,4.73,5.72,8.16,-,2023010101
DODDABELE 20 MLD,2022-12-09 11:45:00,7.29,24.40,0.17,2.40,40.24,7.73,10.41,12.16,4.37,2023010101
MALLATHALLI 5 MLD,2023-01-01 01:00:00,7.96,26.50,2.45,4.66,22.48,4.23,4.73,13.02,4.90,2023010101
NAGASANDRA OLD 20 MLD,2023-01-01 00:45:00,6.78,24.00,0.04,0.06,49.49,7.18,13.63,10.86,7.98,2023010101
4MLD Cubbon Park TTP,2023-01-01 01:00:00,7.1,26.30,0.67,4.68,17.32,1.18,0.92,5.02,2.68,2023010101
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023010101
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2023010101
KADABEESANAHALLI 50 MLD,2023-01-01 00:45:00,7.99,21.20,1.11,4.05,55.45,10.11,18.48,9.18,5.59,2023010101
STP Sarakki 5 MLD,2023-01-01 01:00:00,4.4,25.60,-,-,19.30,5.73,7.70,3.86,-,2023010101
Kempambudhi STP 1 MLD,2023-01-01 00:45:00,7.12,22.90,0.42,1.31,48.54,3.00,11.72,6.62,6.94,2023010101
Mailasandra STP 75 MLD,2023-01-01 01:00:00,7.48,21.60,2.04,1.14,42.83,7.91,14.87,16.07,0.95,2023010101
60 MLD V.Valley TTP,2023-01-01 00:45:00,6.79,24.30,1.37,3.29,-,-,5.27,-,2.41,2023010101
KR Puram STP 20 MLD,2022-12-31 20:45:00,7.09,22.70,1.66,3.32,37.59,5.26,8.33,4.44,0.75,2023010101
1.5 MLD Lalbagh TTP,2023-01-01 00:45:00,6.49,22.40,0.31,1.62,18.73,1.52,0.98,3.55,5.06,2023010101
35MLD Agaram STP,2023-01-01 00:45:00,7.7,26.00,2.95,12.10,23.70,2.80,9.60,2.52,-,2023010101
Chikka_Bagur_5_MLD_STP,2023-01-01 01:04:00,7.81,26.20,-,-,-,-,-,11.00,-,2023010101
Yelahanka 10MLD TTP,2023-01-01 01:00:00,6.97,23.30,13.62,2.72,29.70,3.60,5.50,2.36,5.23,2023010101
2MLD Ulsoor STP,2023-01-01 02:15:00,7.18,24.60,0.87,3.91,26.60,2.00,3.1,5.32,4.76,2023010102
CHIKKABANAVARA 5 MLD,2023-01-01 01:45:00,7.22,24.90,0.88,2.90,41.34,7.40,13.38,13.20,3.70,2023010102
KADUGODI 6 MLD STP,2023-01-01 02:00:00,7.7,23.50,1.20,3.11,54.28,6.14,38.83,7.27,6.20,2023010102
HORAMAVU 20 MLD,2022-12-31 10:45:00,7.54,25.50,0.58,3.10,32.42,6.01,30.25,12.79,2.90,2023010102
K AND C VALLEY 60 MLD,2023-01-01 01:45:00,7.34,25.30,1.82,4.00,27.37,2.80,8.57,7.64,4.55,2023010102
NAGASANDRA 20 MLD,2023-01-01 01:45:00,7.05,25.70,0.90,3.80,40.11,4.44,7.37,10.98,3.86,2023010102
RAJACANAL 40 MLD,2023-01-01 01:45:00,7.15,25.10,0.92,3.50,28.86,3.78,4.21,8.31,4.64,2023010102
YELLAMALAPACHETTY 15 MLD,2023-01-01 01:45:00,6.89,23.90,0.37,0.80,34.91,5.91,6.92,6.05,-,2023010102
BELLANDUR 90 MLD,2023-01-01 02:00:00,8.23,24.80,0.51,0.60,26.20,4.81,5.68,8.17,-,2023010102
DODDABELE 20 MLD,2022-12-09 11:45:00,7.29,24.40,0.17,2.40,40.24,7.73,10.41,12.16,4.37,2023010102
MALLATHALLI 5 MLD,2023-01-01 02:00:00,7.91,26.40,2.45,4.66,22.49,4.23,4.71,12.97,4.91,2023010102
NAGASANDRA OLD 20 MLD,2023-01-01 01:45:00,6.96,21.60,0.05,0.08,49.29,7.24,12.69,11.10,9.72,2023010102
4MLD Cubbon Park TTP,2023-01-01 02:00:00,7.1,26.30,0.66,4.67,17.31,1.17,0.92,5.02,2.64,2023010102
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010102
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010102
KADABEESANAHALLI 50 MLD,2023-01-01 01:45:00,7.99,20.90,1.12,4.06,56.07,10.05,18.97,8.84,5.59,2023010102
STP Sarakki 5 MLD,2023-01-01 02:00:00,4.39,25.60,-,-,19.22,5.60,7.57,3.84,-,2023010102
Kempambudhi STP 1 MLD,2023-01-01 01:45:00,7.13,22.80,0.44,1.35,49.52,3.00,11.9,6.18,7.03,2023010102
Mailasandra STP 75 MLD,2023-01-01 02:00:00,7.48,21.50,2.03,1.14,42.81,7.93,14.96,16.32,0.95,2023010102
60 MLD V.Valley TTP,2023-01-01 02:00:00,6.79,24.20,1.28,3.07,-,-,5.25,-,2.43,2023010102
KR Puram STP 20 MLD,2022-12-31 20:45:00,7.09,22.70,1.66,3.32,37.59,5.26,8.33,4.44,0.75,2023010102
1.5 MLD Lalbagh TTP,2023-01-01 01:45:00,6.51,22.00,0.29,1.50,18.73,1.52,0.98,3.52,5.00,2023010102
35MLD Agaram STP,2023-01-01 01:45:00,7.7,26.10,2.86,11.73,27.00,3.40,10.3,3.06,-,2023010102
Chikka_Bagur_5_MLD_STP,2023-01-01 02:04:00,7.65,26.20,-,-,41.20,5.40,7.0,10.80,-,2023010102
Yelahanka 10MLD TTP,2023-01-01 02:00:00,6.97,23.30,13.63,2.73,29.40,3.60,4.3,2.35,5.05,2023010102
2MLD Ulsoor STP,2023-01-01 03:15:00,7.18,24.60,0.87,3.91,26.60,2.00,3.10,5.32,4.64,2023010103
CHIKKABANAVARA 5 MLD,2023-01-01 02:45:00,7.18,24.80,0.88,2.90,41.26,7.38,13.31,13.13,3.56,2023010103
KADUGODI 6 MLD STP,2023-01-01 03:00:00,7.71,23.50,1.10,3.28,69.63,4.79,65.14,5.37,5.87,2023010103
HORAMAVU 20 MLD,2022-12-31 10:45:00,7.54,25.50,0.58,3.10,32.42,6.01,30.25,12.79,2.90,2023010103
K AND C VALLEY 60 MLD,2023-01-01 02:45:00,7.35,25.20,1.76,4.00,29.72,2.50,9.88,7.77,4.40,2023010103
NAGASANDRA 20 MLD,2023-01-01 02:45:00,7.05,25.70,0.89,3.90,40.07,4.42,7.39,11.41,3.86,2023010103
RAJACANAL 40 MLD,2023-01-01 02:45:00,7.14,25.10,0.93,3.50,28.85,3.77,4.19,8.29,4.64,2023010103
YELLAMALAPACHETTY 15 MLD,2023-01-01 02:45:00,6.91,23.80,0.36,0.80,34.93,5.94,6.94,6.08,-,2023010103
BELLANDUR 90 MLD,2023-01-01 03:00:00,8.23,24.70,0.51,0.60,26.27,4.98,5.77,8.24,-,2023010103
DODDABELE 20 MLD,2022-12-09 11:45:00,7.29,24.40,0.17,2.40,40.24,7.73,10.41,12.16,4.37,2023010103
MALLATHALLI 5 MLD,2023-01-01 03:00:00,7.86,26.20,2.46,4.68,22.50,4.23,4.74,12.77,4.93,2023010103
NAGASANDRA OLD 20 MLD,2023-01-01 02:45:00,7.01,20.40,0.06,0.09,49.42,7.39,12.76,11.24,10.11,2023010103
4MLD Cubbon Park TTP,2023-01-01 02:45:00,7.11,26.30,0.65,4.67,17.32,1.17,0.92,5.02,2.60,2023010103
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023010103
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2023010103
KADABEESANAHALLI 50 MLD,2023-01-01 02:45:00,7.99,20.60,1.12,4.06,55.88,10.08,18.82,9.05,5.59,2023010103
STP Sarakki 5 MLD,2023-01-01 02:45:00,4.38,25.70,-,-,18.98,5.23,6.53,3.80,-,2023010103
Kempambudhi STP 1 MLD,2023-01-01 02:45:00,7.13,22.80,0.43,1.32,49.30,2.79,12.02,6.41,7.00,2023010103
Mailasandra STP 75 MLD,2023-01-01 02:45:00,7.48,21.40,1.97,1.13,43.28,8.03,15.06,16.85,0.94,2023010103
60 MLD V.Valley TTP,2023-01-01 02:30:00,6.79,24.20,1.27,3.05,-,-,5.25,-,2.45,2023010103
KR Puram STP 20 MLD,2022-12-31 20:45:00,7.09,22.70,1.66,3.32,37.59,5.26,8.33,4.44,0.75,2023010103
1.5 MLD Lalbagh TTP,2023-01-01 02:45:00,6.53,21.60,0.28,1.42,18.73,1.52,0.98,3.68,5.51,2023010103
35MLD Agaram STP,2023-01-01 02:45:00,7.66,26.20,0.59,2.42,37.10,2.00,21.60,1.80,-,2023010103
Chikka_Bagur_5_MLD_STP,2023-01-01 03:04:00,7.74,26.10,-,-,-,5.60,-,11.20,-,2023010103
Yelahanka 10MLD TTP,2023-01-01 03:00:00,6.97,23.30,13.74,2.74,29.60,3.60,4.40,2.36,4.98,2023010103
2MLD Ulsoor STP,2023-01-01 04:15:00,7.18,24.50,0.87,3.91,26.60,2.00,3.1,5.32,4.56,2023010104
CHIKKABANAVARA 5 MLD,2023-01-01 03:45:00,7.27,24.70,0.88,2.90,41.26,7.38,13.33,13.32,4.03,2023010104
KADUGODI 6 MLD STP,2023-01-01 04:00:00,7.77,23.60,1.10,3.23,56.99,7.39,38.2,5.45,5.28,2023010104
HORAMAVU 20 MLD,2023-01-01 04:00:00,7.53,25.10,0.56,3.10,31.86,6.16,26.07,13.46,2.80,2023010104
K AND C VALLEY 60 MLD,2023-01-01 03:45:00,7.35,25.20,1.78,4.00,28.83,3.09,9.63,6.98,4.45,2023010104
NAGASANDRA 20 MLD,2023-01-01 03:45:00,7.04,25.50,0.89,3.80,40.09,4.41,7.41,11.32,3.84,2023010104
RAJACANAL 40 MLD,2023-01-01 03:45:00,7.15,25.10,0.93,3.50,28.84,3.78,4.17,8.31,4.65,2023010104
YELLAMALAPACHETTY 15 MLD,2023-01-01 03:45:00,6.9,23.90,0.36,0.80,35.40,5.92,8.95,5.98,-,2023010104
BELLANDUR 90 MLD,2023-01-01 04:00:00,8.23,24.70,0.51,0.60,26.04,4.93,4.96,8.26,-,2023010104
DODDABELE 20 MLD,2022-12-09 11:45:00,7.29,24.40,0.17,2.40,40.24,7.73,10.41,12.16,4.37,2023010104
MALLATHALLI 5 MLD,2023-01-01 04:00:00,7.83,26.10,2.47,4.69,22.52,4.22,4.78,12.60,4.94,2023010104
NAGASANDRA OLD 20 MLD,2023-01-01 03:45:00,7.03,19.60,0.07,0.11,49.53,7.58,12.85,11.38,10.56,2023010104
4MLD Cubbon Park TTP,2023-01-01 04:00:00,7.11,26.20,0.66,4.67,17.32,1.17,0.93,5.02,2.64,2023010104
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010104
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010104
KADABEESANAHALLI 50 MLD,2023-01-01 03:45:00,8.0,20.30,1.11,4.06,56.27,10.02,19.08,8.92,5.60,2023010104
STP Sarakki 5 MLD,2023-01-01 04:00:00,4.39,25.60,-,-,18.99,5.25,6.58,3.80,-,2023010104
Kempambudhi STP 1 MLD,2023-01-01 03:45:00,7.12,22.80,0.43,1.33,48.47,2.86,11.72,6.26,7.00,2023010104
Mailasandra STP 75 MLD,2023-01-01 03:45:00,7.47,21.40,1.96,1.13,42.83,7.95,15.04,16.48,0.94,2023010104
60 MLD V.Valley TTP,2023-01-01 03:45:00,6.79,24.10,1.15,2.76,-,-,5.21,4.84,2.38,2023010104
KR Puram STP 20 MLD,2022-12-31 20:45:00,7.09,22.70,1.66,3.32,37.59,5.26,8.33,4.44,0.75,2023010104
1.5 MLD Lalbagh TTP,2023-01-01 03:45:00,6.54,21.20,0.27,1.35,18.73,1.52,0.98,3.67,5.15,2023010104
35MLD Agaram STP,2023-01-01 03:45:00,7.73,26.00,3.07,12.59,38.20,2.60,23.4,2.34,-,2023010104
Chikka_Bagur_5_MLD_STP,2023-01-01 04:04:00,7.81,26.20,-,-,41.50,5.30,7.4,-,-,2023010104
Yelahanka 10MLD TTP,2023-01-01 04:00:00,6.97,23.30,13.61,2.72,29.30,3.60,4.9,2.37,4.51,2023010104
2MLD Ulsoor STP,2023-01-01 05:15:00,7.18,24.40,0.88,3.96,26.60,2.00,3.1,5.32,4.50,2023010105
CHIKKABANAVARA 5 MLD,2023-01-01 04:45:00,7.23,24.80,0.88,2.90,41.28,7.37,13.37,13.26,3.91,2023010105
KADUGODI 6 MLD STP,2023-01-01 05:00:00,7.8,23.50,1.20,3.06,81.04,9.36,71.76,8.76,4.98,2023010105
HORAMAVU 20 MLD,2023-01-01 05:00:00,7.5,25.40,0.56,3.10,31.70,6.23,24.89,13.73,2.80,2023010105
K AND C VALLEY 60 MLD,2023-01-01 04:45:00,7.34,25.20,1.79,3.90,30.92,2.60,10.72,7.84,4.47,2023010105
NAGASANDRA 20 MLD,2023-01-01 04:45:00,7.04,25.30,0.86,3.90,39.98,4.43,7.33,11.52,3.81,2023010105
RAJACANAL 40 MLD,2023-01-01 04:45:00,7.15,25.00,0.92,3.50,28.87,3.77,4.23,8.30,4.65,2023010105
YELLAMALAPACHETTY 15 MLD,2023-01-01 04:45:00,6.96,23.40,0.30,0.90,34.93,5.92,7.04,6.06,-,2023010105
BELLANDUR 90 MLD,2023-01-01 05:00:00,8.23,24.70,0.51,0.60,26.09,4.95,5.09,8.24,-,2023010105
DODDABELE 20 MLD,2022-12-09 11:45:00,7.29,24.40,0.17,2.40,40.24,7.73,10.41,12.16,4.37,2023010105
MALLATHALLI 5 MLD,2023-01-01 05:00:00,7.8,26.00,2.47,4.70,22.54,4.24,4.82,12.93,4.95,2023010105
NAGASANDRA OLD 20 MLD,2023-01-01 04:45:00,7.06,18.40,0.06,0.09,49.94,8.05,13.15,11.33,11.15,2023010105
4MLD Cubbon Park TTP,2023-01-01 05:00:00,7.12,26.20,0.65,4.68,17.33,1.18,0.93,5.02,2.60,2023010105
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010105
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010105
KADABEESANAHALLI 50 MLD,2023-01-01 04:45:00,8.0,19.80,1.14,4.07,56.48,10.00,19.21,8.88,5.60,2023010105
STP Sarakki 5 MLD,2023-01-01 05:00:00,4.39,25.60,-,-,18.95,5.19,6.39,3.79,-,2023010105
Kempambudhi STP 1 MLD,2023-01-01 04:45:00,7.13,22.80,0.43,1.32,48.20,2.82,11.71,6.38,6.98,2023010105
Mailasandra STP 75 MLD,2023-01-01 04:30:00,7.47,21.50,1.89,1.13,42.84,7.96,15.04,16.34,0.94,2023010105
60 MLD V.Valley TTP,2023-01-01 05:00:00,6.79,24.00,1.12,2.69,-,-,5.21,4.51,2.39,2023010105
KR Puram STP 20 MLD,2022-12-31 20:45:00,7.09,22.70,1.66,3.32,37.59,5.26,8.33,4.44,0.75,2023010105
1.5 MLD Lalbagh TTP,2023-01-01 04:45:00,6.54,20.90,0.26,1.30,18.73,1.52,0.98,3.57,5.08,2023010105
35MLD Agaram STP,2023-01-01 04:45:00,7.69,26.10,0.36,1.48,45.70,3.00,28.7,2.70,-,2023010105
Chikka_Bagur_5_MLD_STP,2023-01-01 05:04:00,7.64,26.10,-,-,-,5.40,7.4,10.80,-,2023010105
Yelahanka 10MLD TTP,2023-01-01 05:00:00,6.97,23.30,13.62,2.74,29.50,3.60,4.6,2.36,4.91,2023010105
2MLD Ulsoor STP,2023-01-01 06:15:00,7.19,24.30,0.88,3.96,26.60,2.00,3.1,5.32,4.43,2023010106
CHIKKABANAVARA 5 MLD,2023-01-01 05:45:00,7.18,24.70,0.88,2.90,41.17,7.36,13.25,13.20,3.60,2023010106
KADUGODI 6 MLD STP,2023-01-01 06:00:00,7.81,23.50,1.20,3.06,63.55,7.07,50.91,4.81,4.67,2023010106
HORAMAVU 20 MLD,2023-01-01 06:00:00,7.5,25.10,0.56,3.10,31.32,6.46,21.51,14.01,2.80,2023010106
K AND C VALLEY 60 MLD,2023-01-01 05:45:00,7.35,25.10,1.77,4.00,28.28,3.04,9.24,7.30,4.43,2023010106
NAGASANDRA 20 MLD,2023-01-01 05:45:00,7.04,25.10,0.84,4.00,40.08,4.42,7.39,11.33,3.78,2023010106
RAJACANAL 40 MLD,2023-01-01 05:45:00,7.15,25.00,0.92,3.50,28.88,3.77,4.26,8.29,4.65,2023010106
YELLAMALAPACHETTY 15 MLD,2023-01-01 05:45:00,7.0,23.50,0.34,0.80,34.97,5.94,7.02,6.08,-,2023010106
BELLANDUR 90 MLD,2023-01-01 06:00:00,8.23,24.70,0.51,0.60,26.16,4.94,5.32,8.21,-,2023010106
DODDABELE 20 MLD,2022-12-09 11:45:00,7.29,24.40,0.17,2.40,40.24,7.73,10.41,12.16,4.37,2023010106
MALLATHALLI 5 MLD,2023-01-01 06:00:00,6.76,22.50,2.63,5.00,23.26,4.13,7.87,10.98,5.26,2023010106
NAGASANDRA OLD 20 MLD,2023-01-01 05:45:00,7.07,17.40,0.05,0.08,49.86,7.81,13.24,11.35,11.37,2023010106
4MLD Cubbon Park TTP,2023-01-01 06:00:00,7.13,26.20,0.65,4.67,17.32,1.17,0.93,5.02,2.60,2023010106
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010106
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010106
KADABEESANAHALLI 50 MLD,2023-01-01 05:45:00,8.0,19.60,1.14,4.07,57.41,9.99,19.74,8.85,5.60,2023010106
STP Sarakki 5 MLD,2023-01-01 06:00:00,4.39,25.50,-,-,18.91,5.13,6.31,3.78,-,2023010106
Kempambudhi STP 1 MLD,2023-01-01 05:45:00,7.13,22.70,0.43,1.33,48.09,2.75,11.69,6.27,7.06,2023010106
Mailasandra STP 75 MLD,2023-01-01 06:00:00,7.46,21.40,1.86,1.13,42.93,8.03,15.13,16.53,0.94,2023010106
60 MLD V.Valley TTP,2023-01-01 05:45:00,6.79,24.00,1.10,2.64,-,-,5.18,4.83,2.43,2023010106
KR Puram STP 20 MLD,2022-12-31 20:45:00,7.09,22.70,1.66,3.32,37.59,5.26,8.33,4.44,0.75,2023010106
1.5 MLD Lalbagh TTP,2023-01-01 05:45:00,6.53,20.60,0.25,1.27,18.73,1.52,0.98,3.45,4.95,2023010106
35MLD Agaram STP,2023-01-01 05:45:00,7.58,26.00,0.91,3.73,54.50,-0.10,45.1,-0.09,-,2023010106
Chikka_Bagur_5_MLD_STP,2023-01-01 06:04:00,7.59,-,-,-,42.80,5.50,9.1,11.00,-,2023010106
Yelahanka 10MLD TTP,2023-01-01 06:00:00,6.97,23.30,13.66,2.74,29.40,3.60,5.3,2.36,4.79,2023010106
2MLD Ulsoor STP,2023-01-01 07:15:00,7.27,24.90,0.89,4.01,26.60,2.00,3.1,5.32,4.97,2023010107
CHIKKABANAVARA 5 MLD,2023-01-01 06:45:00,7.27,24.60,0.88,2.90,41.13,7.36,13.22,13.25,3.89,2023010107
KADUGODI 6 MLD STP,2023-01-01 07:00:00,7.83,23.60,1.20,3.06,58.90,9.01,40.66,7.00,5.21,2023010107
HORAMAVU 20 MLD,2023-01-01 07:00:00,7.54,25.30,0.55,3.10,31.55,6.25,22.9,13.76,2.75,2023010107
K AND C VALLEY 60 MLD,2023-01-01 06:45:00,7.34,25.10,1.81,4.00,27.56,2.68,8.67,7.72,4.52,2023010107
NAGASANDRA 20 MLD,2023-01-01 06:45:00,7.05,25.40,0.86,4.00,39.96,4.41,7.36,11.37,3.83,2023010107
RAJACANAL 40 MLD,2023-01-01 06:45:00,7.15,25.00,0.92,3.50,28.87,3.77,4.25,8.31,4.65,2023010107
YELLAMALAPACHETTY 15 MLD,2023-01-01 06:45:00,7.06,23.40,0.28,0.90,34.96,5.94,7.03,6.09,-,2023010107
BELLANDUR 90 MLD,2023-01-01 07:00:00,8.23,24.60,0.51,0.60,26.19,4.94,5.45,8.23,-,2023010107
DODDABELE 20 MLD,2022-12-09 11:45:00,7.29,24.40,0.17,2.40,40.24,7.73,10.41,12.16,4.37,2023010107
MALLATHALLI 5 MLD,2023-01-01 07:00:00,7.73,25.80,2.48,4.72,22.38,4.22,4.47,12.67,4.97,2023010107
NAGASANDRA OLD 20 MLD,2023-01-01 06:45:00,6.9,23.30,0.03,0.04,49.76,7.13,14.63,10.50,4.60,2023010107
4MLD Cubbon Park TTP,2023-01-01 07:00:00,7.13,26.20,0.64,4.67,17.32,1.17,0.92,5.02,2.56,2023010107
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010107
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2023010107
KADABEESANAHALLI 50 MLD,2023-01-01 06:45:00,8.01,19.40,1.15,4.07,58.06,10.05,20.02,9.38,5.61,2023010107
STP Sarakki 5 MLD,2023-01-01 07:00:00,4.39,25.60,-,-,18.92,5.14,6.33,3.78,-,2023010107
Kempambudhi STP 1 MLD,2023-01-01 06:45:00,7.13,22.70,0.43,1.34,48.44,2.80,11.74,6.23,7.14,2023010107
Mailasandra STP 75 MLD,2023-01-01 07:00:00,7.46,21.40,1.82,1.13,42.89,8.02,15.14,16.21,0.94,2023010107
60 MLD V.Valley TTP,2023-01-01 06:45:00,6.8,23.90,1.03,2.47,-,-,5.09,4.73,2.40,2023010107
KR Puram STP 20 MLD,2022-12-31 20:45:00,7.09,22.70,1.66,3.32,37.59,5.26,8.33,4.44,0.75,2023010107
1.5 MLD Lalbagh TTP,2023-01-01 06:45:00,6.53,20.30,0.25,1.25,18.72,1.52,0.98,3.66,5.20,2023010107
35MLD Agaram STP,2023-01-01 06:45:00,7.68,25.80,4.08,16.73,53.10,0.10,42.5,0.09,-,2023010107
Chikka_Bagur_5_MLD_STP,2023-01-01 07:04:00,7.71,26.10,-,-,42.00,5.30,8.6,10.60,-,2023010107
Yelahanka 10MLD TTP,2023-01-01 07:00:00,6.97,23.30,13.74,2.73,29.50,3.60,4.6,2.35,4.47,2023010107
2MLD Ulsoor STP,2023-01-01 08:15:00,7.16,24.90,0.89,4.01,26.60,2.00,3.20,5.32,4.70,2023010108
CHIKKABANAVARA 5 MLD,2023-01-01 07:45:00,7.26,24.60,0.88,2.90,41.12,7.35,13.20,13.00,4.11,2023010108
KADUGODI 6 MLD STP,2023-01-01 08:00:00,7.72,23.50,1.20,3.10,64.65,8.74,48.63,7.07,5.60,2023010108
HORAMAVU 20 MLD,2023-01-01 07:00:00,7.54,25.30,0.55,3.10,31.55,6.25,22.90,13.76,2.75,2023010108
K AND C VALLEY 60 MLD,2023-01-01 07:45:00,7.34,25.20,1.79,4.00,27.36,2.75,8.55,7.70,4.47,2023010108
